,a01,stime_h_xxb,stime_m_xxb,xxb_mid,xxb_01,xxb_02,xxb_03,xxb_04,xxb_05,xxb_06,xxb_07,xxb_08,xxb_09,xxb_10,xxb_11,xxb_12,xxb_13,xxb_14,xxb_15a,xxb_15b,xxb_15c,xxb_16,xxb_17a,xxb_17b,xxb_17c,xxb_18a,xxb_18b,xxb_18c,etime_h_xxb,etime_m_xxb,flag,hhid2,hh_type,round
707,678.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,678,BIHS households,Round 3 (2018-19)
708,679.0,12.0,26.0,2,23.0,13.0,Completed class IX,Completed class IX,Completed class V,Completed class V,18.0,Completed class V,Completed class V,No,,Yes,1.0,5.0,20000.0,60000.0,0.0,300000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,12.0,30.0,,679,BIHS households,Round 3 (2018-19)
709,680.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,680,BIHS households,Round 3 (2018-19)
710,681.0,14.0,56.0,7,23.0,12.0,HSC/Alim,SSC/ Dakhil,Completed class IX,Completed class IX,16.0,Completed class VIII,Completed class V,No,,Yes,3.0,0.0,0.0,0.0,130000.0,300000.0,0.0,50000.0,0.0,Thought the groom was very good and they might not get such,,,15.0,15.0,,681,BIHS households,Round 3 (2018-19)
711,682.0,11.0,1.0,8,25.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VII,Completed class VII,17.0,Completed class VIII,Completed class V,Yes,Working own farm (crop),Yes,4.0,1.0,100000.0,15000.0,25000.0,300000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,11.0,17.0,,682,BIHS households,Round 3 (2018-19)
712,683.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,683,BIHS households,Round 3 (2018-19)
713,684.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,684,BIHS households,Round 3 (2018-19)
714,685.0,9.0,26.0,5,31.0,13.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class V,Completed class V,Yes,Other wage labor (specify),Yes,1.0,2.0,0.0,0.0,3000.0,250000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,35.0,,685,BIHS households,Round 3 (2018-19)
715,686.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,686,BIHS households,Round 3 (2018-19)
716,687.0,8.0,20.0,3,23.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,19.0,Completed class V,Completed class IV,Yes,Share cropper/tenant,Yes,3.0,2.0,0.0,0.0,0.0,100000.0,0.0,20000.0,0.0,Not applicable; she was married after turning 18,,,8.0,29.0,,687,BIHS households,Round 3 (2018-19)
717,687.0,,,6,20.0,11.0,Completed class VII,Completed class VII,Completed class IV,Completed class IV,17.0,Completed class III,Completed class IV,Yes,Other self-employed (specify),Yes,3.0,2.0,0.0,0.0,0.0,120000.0,0.0,4000.0,0.0,"Economic condition was poor to support her (food, education,",,,,,,687,BIHS households,Round 3 (2018-19)
718,688.0,8.0,51.0,6,20.0,14.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VIII,Completed class VIII,18.0,Completed class IV,Completed class IV,Yes,Driver of motor vehicle,Yes,1.0,2.0,0.0,0.0,5000.0,80000.0,0.0,2400.0,0.0,Not applicable; she was married after turning 18,,,8.0,56.0,,688,BIHS households,Round 3 (2018-19)
719,689.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,689,BIHS households,Round 3 (2018-19)
720,690.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,690,BIHS households,Round 3 (2018-19)
721,692.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,692.1,BIHS households,Round 3 (2018-19)
722,692.2,8.0,51.0,3,24.0,12.0,Completed class IX,Completed class IX,Completed class V,Completed class V,17.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,0.0,20000.0,6000.0,0.0,200000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,55.0,,692.2,BIHS households,Round 3 (2018-19)
723,693.0,8.0,46.0,7,20.0,13.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,15.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,1.0,0.0,0.0,0.0,250000.0,0.0,70000.0,0.0,Marriage proposals were coming for her,,,8.0,50.0,,693,BIHS households,Round 3 (2018-19)
724,694.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,694,BIHS households,Round 3 (2018-19)
725,695.0,8.0,43.0,6,21.0,14.0,Completed class IX,Completed class IX,Completed class IX,Completed class IX,17.0,Completed class V,Completed class II,Yes,Share cropper/tenant,Yes,1.0,1.0,0.0,5000.0,20000.0,250000.0,0.0,40000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,46.0,,695,BIHS households,Round 3 (2018-19)
726,696.0,8.0,10.0,2,22.0,13.0,Completed class V,Completed class V,Completed class IV,Completed class IV,16.0,Never attended school,Completed class V,No,,Yes,2.0,0.0,40000.0,9000.0,15000.0,150000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,","If the girl gets older, then parents might have to pay highe",,8.0,20.0,,696,BIHS households,Round 3 (2018-19)
727,697.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,697,BIHS households,Round 3 (2018-19)
728,698.0,8.0,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,21.0,,698,BIHS households,Round 3 (2018-19)
729,699.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,699,BIHS households,Round 3 (2018-19)
730,700.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,700,BIHS households,Round 3 (2018-19)
731,701.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,701,BIHS households,Round 3 (2018-19)
732,702.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,702,BIHS households,Round 3 (2018-19)
733,703.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,703,BIHS households,Round 3 (2018-19)
734,704.0,9.0,22.0,3,22.0,12.0,Completed class VIII,Completed class VIII,Never attended school,Never attended school,12.0,Completed class II,Completed class V,Yes,Share cropper/tenant,Yes,5.0,2.0,10000.0,60000.0,0.0,200000.0,0.0,100000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,32.0,,704,BIHS households,Round 3 (2018-19)
735,704.0,,,6,25.0,13.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,18.0,Completed class VI,Never attended school,Yes,Service (private sector ),Yes,1.0,3.0,0.0,0.0,60000.0,600000.0,0.0,300000.0,0.0,Not applicable; she was married after turning 18,,,,,,704,BIHS households,Round 3 (2018-19)
736,705.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,705,BIHS households,Round 3 (2018-19)
737,706.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,706,BIHS households,Round 3 (2018-19)
738,707.0,8.0,39.0,5,32.0,12.0,Never attended school,Never attended school,Completed class III,Completed class III,16.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,4.0,4.0,0.0,0.0,0.0,Don?t know,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,8.0,48.0,,707,BIHS households,Round 3 (2018-19)
739,708.0,8.0,42.0,6,27.0,14.0,Completed class VII,Completed class VII,Completed class VII,Completed class VII,17.0,Never attended school,Never attended school,Yes,Fisherman (using non owned/not leased water body),Yes,3.0,3.0,30000.0,60000.0,0.0,300000.0,0.0,20000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,51.0,,708,BIHS households,Round 3 (2018-19)
740,709.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,709,BIHS households,Round 3 (2018-19)
741,710.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,710.1,BIHS households,Round 3 (2018-19)
742,710.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,710.2,BIHS households,Round 3 (2018-19)
743,711.0,9.0,20.0,10,23.0,14.0,Completed class IX,Completed class IX,SSC/ Dakhil,SSC/ Dakhil,19.0,Completed class III,Completed class V,Yes,Other salaried worker(specify),Yes,1.0,1.0,20000.0,60000.0,50000.0,400000.0,0.0,10000.0,0.0,Not applicable; she was married after turning 18,,,9.0,22.0,,711,BIHS households,Round 3 (2018-19)
744,712.0,9.0,20.0,2,30.0,12.0,Never attended school,Never attended school,Never attended school,Never attended school,19.0,Never attended school,Never attended school,No,,Yes,1.0,1.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,30.0,,712,BIHS households,Round 3 (2018-19)
745,712.0,,,4,21.0,13.0,Completed class IV,Completed class IV,Completed class II,Completed class II,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,5.0,2.0,0.0,30000.0,35000.0,300000.0,150000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,,,,712,BIHS households,Round 3 (2018-19)
746,713.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,713,BIHS households,Round 3 (2018-19)
747,714.0,9.0,10.0,8,22.0,13.0,Completed class V,Completed class V,Completed class II,Completed class II,15.0,Never attended school,Never attended school,Yes,Other wage labor (specify),Yes,2.0,1.0,30000.0,40000.0,0.0,200000.0,0.0,100000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,15.0,,714,BIHS households,Round 3 (2018-19)
748,714.0,,,11,22.0,14.0,Completed class IV,Completed class IV,Completed class II,Completed class II,20.0,Never attended school,Never attended school,Yes,Other wage labor (specify),Yes,3.0,4.0,120000.0,0.0,0.0,400000.0,0.0,200000.0,0.0,Not applicable; she was married after turning 18,,,,,,714,BIHS households,Round 3 (2018-19)
749,715.0,16.0,4.0,2,22.0,14.0,Never attended school,Never attended school,Completed class IV,Completed class IV,15.0,Never attended school,Never attended school,Yes,Porter,Yes,2.0,5.0,22000.0,0.0,0.0,60000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,16.0,15.0,,715,BIHS households,Round 3 (2018-19)
750,716.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,716,BIHS households,Round 3 (2018-19)
751,717.0,8.0,26.0,8,20.0,14.0,Completed class IV,Completed class IV,Completed class II,Completed class II,18.0,Completed class IX,Never attended school,Yes,Medium trader (shop or small store),No,2.0,4.0,0.0,10000.0,100000.0,400000.0,0.0,40000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,32.0,,717,BIHS households,Round 3 (2018-19)
752,718.0,9.0,16.0,6,28.0,13.0,Completed class IX,Completed class IX,Completed class VI,Others(specify),16.0,Completed class VIII,Completed class VIII,Yes,Other salaried worker(specify),Yes,3.0,0.0,0.0,45000.0,80000.0,500000.0,250000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,17.0,,718,BIHS households,Round 3 (2018-19)
753,719.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,719,BIHS households,Round 3 (2018-19)
754,720.0,9.0,5.0,4,26.0,12.0,Completed class VII,Completed class VII,BA/BSC Honours/Fazil,BA/BSC Honours/Fazil,15.0,Completed class V,Never attended school,Yes,Service (private sector ),Yes,2.0,4.0,0.0,60000.0,50000.0,5000000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,10.0,,720,BIHS households,Round 3 (2018-19)
755,721.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,721,BIHS households,Round 3 (2018-19)
756,722.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,722,BIHS households,Round 3 (2018-19)
757,724.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,724,BIHS households,Round 3 (2018-19)
758,725.1,9.0,15.0,1,26.0,14.0,Completed class VIII,Completed class VIII,Completed class VII,Completed class VII,22.0,Completed class V,Completed class V,Yes,Service (private sector ),Yes,2.0,2.0,100000.0,20000.0,35000.0,250000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,18.0,,725.1,BIHS households,Round 3 (2018-19)
759,725.2,8.0,40.0,6,25.0,14.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,17.0,Completed class V,Never attended school,Yes,Share cropper/tenant,Yes,3.0,3.0,0.0,7000.0,4000.0,1000000.0,0.0,30000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,48.0,,725.2,BIHS households,Round 3 (2018-19)
760,726.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,726,BIHS households,Round 3 (2018-19)
761,727.1,16.0,20.0,2,34.0,12.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,18.0,Never attended school,Completed class IX,Yes,Retired,No,1.0,2.0,30000.0,20000.0,0.0,300000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,16.0,22.0,,727.1,BIHS households,Round 3 (2018-19)
762,727.2,8.0,43.0,6,30.0,13.0,Completed class VII,Completed class VII,Completed class VI,Completed class VI,15.0,Completed class VIII,Never attended school,Yes,Driver of motor vehicle,Yes,3.0,0.0,40000.0,15000.0,300000.0,Don?t know,Don?t know,Don?t know,Don?t know,Thought the groom was very good and they might not get such,,,8.0,45.0,,727.2,BIHS households,Round 3 (2018-19)
763,727.3,15.0,22.0,8,25.0,13.0,Completed class IV,Completed class IV,Completed class V,Completed class V,18.0,Completed class IV,Completed class II,Yes,Retired,Yes,5.0,3.0,60000.0,20000.0,10000.0,300000.0,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,15.0,24.0,,727.3,BIHS households,Round 3 (2018-19)
764,728.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,728,BIHS households,Round 3 (2018-19)
765,729.0,11.0,21.0,2,28.0,13.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,18.0,Completed class VII,Completed class VII,Yes,Medium trader (shop or small store),Yes,1.0,1.0,0.0,20000.0,50000.0,500000.0,500000.0,0.0,0.0,Not applicable; she was married after turning 18,,,11.0,25.0,,729,BIHS households,Round 3 (2018-19)
766,730.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,730,BIHS households,Round 3 (2018-19)
767,731.0,13.0,46.0,0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,46.0,,731,BIHS households,Round 3 (2018-19)
768,732.0,8.0,39.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45.0,,732,BIHS households,Round 3 (2018-19)
769,733.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,733,BIHS households,Round 3 (2018-19)
770,735.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,735,BIHS households,Round 3 (2018-19)
771,736.0,11.0,15.0,3,22.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,18.0,Completed class II,Completed class II,Yes,Cobbler,Yes,1.0,4.0,100000.0,0.0,30000.0,300000.0,0.0,29000.0,0.0,Thought the groom was very good and they might not get such,,,11.0,18.0,,736,BIHS households,Round 3 (2018-19)
772,737.1,9.0,5.0,4,27.0,13.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,17.0,Completed class III,Completed class VIII,No,,Yes,1.0,5.0,125000.0,30000.0,5000.0,400000.0,969.0,Don?t know,Don?t know,Thought the groom was very good and they might not get such,,,9.0,18.0,,737.1,BIHS households,Round 3 (2018-19)
773,737.2,9.0,4.0,5,25.0,15.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,16.0,Completed class VII,SSC/ Dakhil,No,,Yes,1.0,3.0,10000.0,0.0,0.0,200000.0,0.0,0.0,0.0,Pressure from relatives,,,9.0,11.0,,737.2,BIHS households,Round 3 (2018-19)
774,738.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,738,BIHS households,Round 3 (2018-19)
775,739.0,13.0,28.0,4,20.0,13.0,Completed class V,Completed class V,Completed class IV,Completed class IV,16.0,Never attended school,Never attended school,Yes,Driver of motor vehicle,Yes,4.0,1.0,60000.0,45000.0,5000.0,20000.0,Don?t know,Don?t know,Don?t know,Thought the groom was very good and they might not get such,,,13.0,34.0,,739,BIHS households,Round 3 (2018-19)
776,739.0,,,11,22.0,13.0,Completed class VII,Completed class VII,Completed class V,Completed class V,14.0,Never attended school,Never attended school,Yes,Service (private sector ),Yes,4.0,2.0,80000.0,60000.0,15000.0,300000.0,Don?t know,Don?t know,Don?t know,Thought the groom was very good and they might not get such,,,,,,739,BIHS households,Round 3 (2018-19)
777,740.0,8.0,47.0,0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,48.0,,740,BIHS households,Round 3 (2018-19)
778,741.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,741,BIHS households,Round 3 (2018-19)
779,742.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,742,BIHS households,Round 3 (2018-19)
780,743.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,743,BIHS households,Round 3 (2018-19)
781,744.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,744,BIHS households,Round 3 (2018-19)
782,745.0,9.0,30.0,3,27.0,13.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,20.0,Completed class IV,Completed class IV,Yes,Medium trader (shop or small store),Yes,2.0,0.0,100000.0,50000.0,0.0,500000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,35.0,,745,BIHS households,Round 3 (2018-19)
783,746.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,746.1,BIHS households,Round 3 (2018-19)
784,746.2,11.0,15.0,6,26.0,12.0,Completed class IV,Completed class IV,Completed class IX,Completed class IX,20.0,Never attended school,Completed class IV,No,,Yes,0.0,4.0,50000.0,31000.0,13000.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,11.0,24.0,,746.2,BIHS households,Round 3 (2018-19)
785,747.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,747,BIHS households,Round 3 (2018-19)
786,748.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,748,BIHS households,Round 3 (2018-19)
787,749.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,749,BIHS households,Round 3 (2018-19)
788,750.0,9.0,0.0,2,18.0,14.0,Completed class V,Completed class V,Completed class VII,Completed class VII,17.0,Never attended school,Never attended school,Yes,Share cropper/tenant,No,3.0,3.0,0.0,25000.0,15000.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,17.0,,750,BIHS households,Round 3 (2018-19)
789,751.1,9.0,25.0,6,26.0,13.0,Completed class VII,Completed class VII,Completed class VII,Completed class VII,17.0,Completed class V,Completed class III,Yes,Other wage labor (specify),Yes,2.0,2.0,0.0,0.0,60000.0,300000.0,0.0,100000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,28.0,,751.1,BIHS households,Round 3 (2018-19)
790,751.2,9.0,36.0,4,32.0,14.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VII,Completed class VII,19.0,Never attended school,Completed class VIII,No,,Yes,0.0,0.0,0.0,50000.0,131000.0,800000.0,0.0,200000.0,0.0,Not applicable; she was married after turning 18,,,9.0,39.0,,751.2,BIHS households,Round 3 (2018-19)
791,752.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,752,BIHS households,Round 3 (2018-19)
792,753.11,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,753.1.1,BIHS households,Round 3 (2018-19)
793,753.12,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,753.1.2,BIHS households,Round 3 (2018-19)
794,753.13,15.0,10.0,14,26.0,12.0,Completed class VII,Completed class VII,Completed class IX,Completed class IX,17.0,Never attended school,Never attended school,No,,Yes,2.0,3.0,0.0,15000.0,85000.0,700000.0,0.0,50000.0,0.0,Marriage proposals were coming for her,,,15.0,15.0,,753.1.3,BIHS households,Round 3 (2018-19)
795,753.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,753.2,BIHS households,Round 3 (2018-19)
796,754.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,754,BIHS households,Round 3 (2018-19)
797,755.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,755,BIHS households,Round 3 (2018-19)
798,756.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,756,BIHS households,Round 3 (2018-19)
799,757.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,757,BIHS households,Round 3 (2018-19)
800,758.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,758,BIHS households,Round 3 (2018-19)
801,760.1,8.0,45.0,5,29.0,12.0,Completed class VII,Completed class VII,Completed class V,Completed class V,16.0,SSC/ Dakhil,Completed class V,Yes,Other wage labor (specify),Yes,3.0,1.0,0.0,0.0,40000.0,600000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,8.0,47.0,,760.1,BIHS households,Round 3 (2018-19)
802,760.2,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,760.2,BIHS households,Round 3 (2018-19)
803,761.1,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,761.1,BIHS households,Round 3 (2018-19)
804,761.2,9.0,5.0,8,36.0,13.0,Completed class VIII,Completed class VIII,Completed class VIII,Completed class VIII,16.0,SSC/ Dakhil,Completed class VIII,Yes,Electrician,Yes,0.0,5.0,0.0,80000.0,0.0,400000.0,50000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,7.0,,761.2,BIHS households,Round 3 (2018-19)
805,762.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,762,BIHS households,Round 3 (2018-19)
806,763.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,763,BIHS households,Round 3 (2018-19)
807,764.0,13.0,47.0,2,22.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,16.0,Never attended school,Never attended school,No,,Yes,0.0,1.0,25000.0,0.0,0.0,100000.0,20000.0,0.0,0.0,Thought the groom was very good and they might not get such,,,13.0,48.0,,764,BIHS households,Round 3 (2018-19)
808,765.11,9.0,12.0,2,28.0,13.0,Completed class VI,Completed class VI,Completed class IV,Completed class IV,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,4.0,125000.0,0.0,0.0,200000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,15.0,,765.1.1,BIHS households,Round 3 (2018-19)
809,765.12,9.0,15.0,8,22.0,13.0,Completed class VI,Completed class VI,Completed class II,Completed class II,18.0,Completed class IV,Completed class II,Yes,Share cropper/tenant,Yes,3.0,4.0,0.0,0.0,0.0,500000.0,100000.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,16.0,,765.1.2,BIHS households,Round 3 (2018-19)
810,765.2,8.0,52.0,7,29.0,13.0,Completed class V,Completed class V,Never attended school,Never attended school,15.0,Never attended school,Never attended school,No,,Yes,8.0,1.0,0.0,0.0,0.0,Don?t know,Don?t know,Don?t know,Don?t know,Not applicable; she was married after turning 18,,,8.0,54.0,,765.2,BIHS households,Round 3 (2018-19)
811,766.0,8.0,32.0,6,27.0,13.0,Completed class VII,Completed class VII,Completed class IX,Completed class IX,16.0,Never attended school,Never attended school,Yes,76.0,Yes,4.0,3.0,0.0,45000.0,0.0,500000.0,0.0,150000.0,0.0,Thought the groom was very good and they might not get such,,,8.0,34.0,,766,BIHS households,Round 3 (2018-19)
812,767.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,767,BIHS households,Round 3 (2018-19)
813,768.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,768,BIHS households,Round 3 (2018-19)
814,769.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,769,BIHS households,Round 3 (2018-19)
815,770.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,770,BIHS households,Round 3 (2018-19)
816,771.0,11.0,8.0,5,25.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VIII,Completed class VIII,17.0,Completed class V,SSC/ Dakhil,Yes,Service (private sector ),Yes,1.0,3.0,0.0,0.0,120000.0,600000.0,0.0,160000.0,0.0,Thought the groom was very good and they might not get such,,,11.0,16.0,,771,BIHS households,Round 3 (2018-19)
