,a01,stime_h_xxa,stime_m_xxa,res_id_xxa,consent_xxa,xxa_slno,xxa_pid,xxa_mid,xxa_01,xxa_02,xxa_03,xxa_04,xxa_05,xxa_06,xxa_07,xxa_08,xxa_09,xxa_10,xxa_11,xxa_12,xxa_13,xxa_14,xxa_15a,xxa_15b,xxa_15c,xxa_16,xxa_17a,xxa_17b,xxa_17c,xxa_18a,xxa_18b,xxa_18c,etime_h_xxa,etime_m_xxa,flag,hhid2,hh_type,round
1901,1789.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1789,BIHS households,Round 3 (2018-19)
1902,1790.0,8.0,45.0,2.0,Yes,1,81.0,3.0,22.0,12.0,Completed class VI,Completed class VI,Never attended school,Never attended school,16.0,Never attended school,Completed class VI,Yes,Earth work (other),Yes,3.0,2.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,Out of fear of harassment by boys/men,Marriage proposals were coming for her,Pressure from neighbors,8.0,50.0,,1790,BIHS households,Round 3 (2018-19)
1903,1791.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1791.1,BIHS households,Round 3 (2018-19)
1904,1791.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1791.2,BIHS households,Round 3 (2018-19)
1905,1791.3,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1791.3,BIHS households,Round 3 (2018-19)
1906,1793.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1793,BIHS households,Round 3 (2018-19)
1907,1795.0,9.0,27.0,2.0,Yes,1,81.0,5.0,24.0,13.0,Completed class IV,Completed class IV,Completed class IX,Completed class IX,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,4.0,0.0,0.0,16000.0,150000.0,1500000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Marriage proposals were coming for her,,9.0,36.0,,1795,BIHS households,Round 3 (2018-19)
1908,1796.0,8.0,43.0,2.0,Yes,1,81.0,3.0,20.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,1.0,0.0,50000.0,10000.0,Not applicable,Not applicable,Not applicable,Not applicable,Marriage proposals were coming for her,,,9.0,0.0,,1796,BIHS households,Round 3 (2018-19)
1909,1796.0,,,2.0,Yes,2,82.0,6.0,20.0,12.0,Completed class V,Completed class V,Never attended school,Never attended school,15.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,5000.0,50000.0,Not applicable,Not applicable,Not applicable,Not applicable,Marriage proposals were coming for her,,,,,,1796,BIHS households,Round 3 (2018-19)
1910,1797.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1797.1,BIHS households,Round 3 (2018-19)
1911,1797.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1797.2,BIHS households,Round 3 (2018-19)
1912,1798.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1798,BIHS households,Round 3 (2018-19)
1913,1799.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1799,BIHS households,Round 3 (2018-19)
1914,1800.0,9.0,54.0,1.0,Yes,1,81.0,2.0,26.0,12.0,HSC/Alim,HSC/Alim,Completed class IX,Completed class IX,22.0,Completed class IV,Completed class VII,Yes,Religious leader (Imam/Muazzem/ Khadem/Purohit),Yes,3.0,3.0,0.0,0.0,0.0,200000.0,0.0,100000.0,0.0,Not applicable; she was married after turning 18,,,9.0,59.0,,1800,BIHS households,Round 3 (2018-19)
1915,1801.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1801,BIHS households,Round 3 (2018-19)
1916,1802.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1802,BIHS households,Round 3 (2018-19)
1917,1803.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1803.1,BIHS households,Round 3 (2018-19)
1918,1803.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1803.2,BIHS households,Round 3 (2018-19)
1919,1804.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1804,BIHS households,Round 3 (2018-19)
1920,1805.0,8.0,54.0,8.0,Yes,1,81.0,3.0,26.0,13.0,Completed class V,Completed class V,Completed class IX,Completed class IX,18.0,Completed class V,Completed class I,Yes,Share cropper/tenant,Yes,4.0,2.0,0.0,0.0,60000.0,200000.0,0.0,40000.0,0.0,Not applicable; she was married after turning 18,,,9.0,8.0,,1805,BIHS households,Round 3 (2018-19)
1921,1806.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1806,BIHS households,Round 3 (2018-19)
1922,1807.0,9.0,2.0,1.0,Yes,1,81.0,2.0,25.0,12.0,Completed class IV,Completed class IV,SSC/ Dakhil,SSC/ Dakhil,19.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,3.0,0.0,0.0,46000.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,7.0,,1807,BIHS households,Round 3 (2018-19)
1923,1808.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1808.1,BIHS households,Round 3 (2018-19)
1924,1808.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1808.2,BIHS households,Round 3 (2018-19)
1925,1809.0,9.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1809,BIHS households,Round 3 (2018-19)
1926,1810.0,9.0,30.0,2.0,Yes,1,81.0,6.0,30.0,13.0,BA/BSC Pass/Fazil,BA/BSC Pass/Fazil,SSC/ Dakhil,SSC/ Dakhil,19.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,0.0,0.0,0.0,150000.0,400000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,43.0,,1810,BIHS households,Round 3 (2018-19)
1927,1811.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1811.1,BIHS households,Round 3 (2018-19)
1928,1811.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1811.2,BIHS households,Round 3 (2018-19)
1929,1812.0,8.0,48.0,2.0,Yes,1,81.0,6.0,25.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,4.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,51.0,,1812,BIHS households,Round 3 (2018-19)
1930,1813.0,9.0,1.0,2.0,Yes,1,81.0,3.0,24.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,16.0,Completed class V,Completed class II,Yes,Physically/mentally challenged,Yes,2.0,5.0,0.0,0.0,35000.0,100000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",,,9.0,5.0,,1813,BIHS households,Round 3 (2018-19)
1931,1814.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1814,BIHS households,Round 3 (2018-19)
1932,1815.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1815,BIHS households,Round 3 (2018-19)
1933,1816.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1816,BIHS households,Round 3 (2018-19)
1934,1817.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1817,BIHS households,Round 3 (2018-19)
1935,1818.0,9.0,10.0,4.0,Yes,1,81.0,5.0,19.0,12.0,Completed class IV,Completed class IV,Completed class V,Completed class V,16.0,Never attended school,Never attended school,No,,Yes,5.0,2.0,0.0,0.0,0.0,100000.0,3000.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,14.0,,1818,BIHS households,Round 3 (2018-19)
1936,1819.0,16.0,8.0,1.0,Yes,1,81.0,2.0,22.0,12.0,Completed class III,Completed class III,Completed class III,Completed class III,18.0,Never attended school,Never attended school,No,,Yes,0.0,1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,16.0,11.0,,1819,BIHS households,Round 3 (2018-19)
1937,1820.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1820,BIHS households,Round 3 (2018-19)
1938,1821.0,9.0,18.0,2.0,Yes,1,81.0,3.0,28.0,12.0,Completed class VIII,Completed class VIII,Never attended school,Never attended school,20.0,Completed class IV,Never attended school,Yes,Working own farm (crop),Yes,1.0,4.0,Don?t know,80000.0,6000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,22.0,,1821,BIHS households,Round 3 (2018-19)
1939,1821.0,,,2.0,Yes,2,82.0,4.0,24.0,13.0,Completed class IX,Completed class IX,Never attended school,Never attended school,18.0,Completed class IV,Never attended school,Yes,Working own farm (crop),Yes,1.0,4.0,Don?t know,45000.0,7000.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,,,,1821,BIHS households,Round 3 (2018-19)
1940,1822.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1822,BIHS households,Round 3 (2018-19)
1941,1823.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1823,BIHS households,Round 3 (2018-19)
1942,1824.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1824,BIHS households,Round 3 (2018-19)
1943,1825.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1825,BIHS households,Round 3 (2018-19)
1944,1826.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1826,BIHS households,Round 3 (2018-19)
1945,1827.0,8.0,34.0,1.0,Yes,1,81.0,2.0,21.0,15.0,Completed class VI,Completed class VI,Completed class VI,Completed class VI,20.0,Completed class V,Never attended school,No,,Yes,0.0,0.0,0.0,25000.0,100000.0,Don?t know,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,46.0,,1827,BIHS households,Round 3 (2018-19)
1946,1828.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1828,BIHS households,Round 3 (2018-19)
1947,1829.0,15.0,3.0,3.0,Yes,1,81.0,7.0,20.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,0.0,4.0,0.0,0.0,20000.0,90000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,15.0,7.0,,1829,BIHS households,Round 3 (2018-19)
1948,1830.0,9.0,43.0,2.0,Yes,1,81.0,3.0,20.0,13.0,Completed class VIII,Completed class VIII,Completed class VI,Completed class VI,15.0,Completed class VI,Never attended school,Yes,Working own farm (crop),Yes,0.0,3.0,0.0,0.0,8000.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,54.0,,1830,BIHS households,Round 3 (2018-19)
1949,1832.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1832.1,BIHS households,Round 3 (2018-19)
1950,1832.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1832.2,BIHS households,Round 3 (2018-19)
1951,1833.0,9.0,20.0,2.0,Yes,1,81.0,3.0,26.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class V,Completed class V,19.0,Completed class II,Completed class VIII,Yes,Medium trader (shop or small store),Yes,3.0,2.0,0.0,0.0,120000.0,200000.0,100000.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,28.0,,1833,BIHS households,Round 3 (2018-19)
1952,1833.0,,,2.0,Yes,2,82.0,4.0,28.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class V,Completed class V,18.0,Completed class II,Completed class VIII,No,,Yes,3.0,2.0,0.0,0.0,75000.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,,,,1833,BIHS households,Round 3 (2018-19)
1953,1834.0,8.0,52.0,2.0,Yes,1,81.0,3.0,22.0,13.0,Completed class VII,Completed class VII,Completed class V,Completed class V,17.0,Never attended school,Completed class IV,Yes,Rickshaw/van pulling,Yes,1.0,2.0,0.0,0.0,4000.0,150000.0,0.0,0.0,0.0,The girl herself wanted to marry,,,9.0,4.0,,1834,BIHS households,Round 3 (2018-19)
1954,1835.0,9.0,10.0,2.0,Yes,1,81.0,3.0,23.0,13.0,Completed class IX,Completed class IX,Completed class VIII,Completed class VIII,20.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,4.0,25000.0,0.0,10000.0,1200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,15.0,,1835,BIHS households,Round 3 (2018-19)
1955,1835.0,,,2.0,Yes,2,82.0,5.0,25.0,12.0,Completed class VIII,Completed class VIII,Completed class IX,Completed class IX,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,4.0,0.0,0.0,150000.0,1500000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,,,,1835,BIHS households,Round 3 (2018-19)
1956,1836.0,9.0,30.0,2.0,Yes,1,81.0,3.0,22.0,13.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,19.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,1.0,0.0,80000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable; she was married after turning 18,,,9.0,38.0,,1836,BIHS households,Round 3 (2018-19)
1957,1837.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1837,BIHS households,Round 3 (2018-19)
1958,1838.0,9.0,24.0,2.0,Yes,1,81.0,3.0,27.0,12.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,19.0,Completed class IV,Completed class II,Yes,Share cropper/tenant,Yes,3.0,5.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,29.0,,1838,BIHS households,Round 3 (2018-19)
1959,1839.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1839,BIHS households,Round 3 (2018-19)
1960,1840.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1840,BIHS households,Round 3 (2018-19)
1961,1841.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1841,BIHS households,Round 3 (2018-19)
1962,1842.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1842,BIHS households,Round 3 (2018-19)
1963,1843.11,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1843.1.1,BIHS households,Round 3 (2018-19)
1964,1843.12,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1843.1.2,BIHS households,Round 3 (2018-19)
1965,1843.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1843.2,BIHS households,Round 3 (2018-19)
1966,1844.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1844,BIHS households,Round 3 (2018-19)
1967,1845.0,9.0,44.0,2.0,Yes,1,81.0,3.0,28.0,12.0,HSC/Alim,HSC/Alim,Completed class VIII,Completed class VIII,18.0,Completed class VII,Completed class II,Yes,Working own farm (crop),Yes,1.0,4.0,0.0,0.0,80000.0,300000.0,0.0,1200000.0,0.0,Not applicable; she was married after turning 18,,,9.0,47.0,,1845,BIHS households,Round 3 (2018-19)
1968,1845.0,,,2.0,Yes,2,82.0,4.0,24.0,13.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,17.0,Completed class VII,Completed class II,Yes,Working own farm (crop),Yes,1.0,4.0,0.0,0.0,40000.0,900000.0,0.0,1300000.0,0.0,Marriage proposals were coming for her,,,,,,1845,BIHS households,Round 3 (2018-19)
1969,1846.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1846,BIHS households,Round 3 (2018-19)
1970,1847.0,15.0,10.0,2.0,Yes,1,81.0,4.0,32.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,16.0,Never attended school,Never attended school,No,,Yes,1.0,2.0,0.0,0.0,150000.0,200000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,15.0,15.0,,1847,BIHS households,Round 3 (2018-19)
1971,1848.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1848,BIHS households,Round 3 (2018-19)
1972,1849.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1849,BIHS households,Round 3 (2018-19)
1973,1850.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1850,BIHS households,Round 3 (2018-19)
1974,1851.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1851,BIHS households,Round 3 (2018-19)
1975,1853.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1853,BIHS households,Round 3 (2018-19)
1976,1854.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1854,BIHS households,Round 3 (2018-19)
1977,1855.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1855,BIHS households,Round 3 (2018-19)
1978,1856.1,10.0,15.0,4.0,Yes,1,81.0,3.0,24.0,13.0,HSC/Alim,HSC/Alim,HSC/Alim,HSC/Alim,18.0,Never attended school,Never attended school,Yes,Retired,Yes,2.0,5.0,0.0,80000.0,120000.0,200000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,10.0,18.0,,1856.1,BIHS households,Round 3 (2018-19)
1979,1856.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1856.2,BIHS households,Round 3 (2018-19)
1980,1857.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1857,BIHS households,Round 3 (2018-19)
1981,1858.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1858,BIHS households,Round 3 (2018-19)
1982,1859.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1859,BIHS households,Round 3 (2018-19)
1983,1860.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1860,BIHS households,Round 3 (2018-19)
1984,1861.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1861.1,BIHS households,Round 3 (2018-19)
1985,1861.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1861.2,BIHS households,Round 3 (2018-19)
1986,1862.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1862,BIHS households,Round 3 (2018-19)
1987,1863.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1863,BIHS households,Round 3 (2018-19)
1988,1864.0,9.0,10.0,2.0,Yes,1,81.0,3.0,16.0,12.0,Completed class IX,Completed class IX,Completed class V,Completed class V,14.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,30000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,9.0,14.0,,1864,BIHS households,Round 3 (2018-19)
1989,1865.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1865.1,BIHS households,Round 3 (2018-19)
1990,1865.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1865.2,BIHS households,Round 3 (2018-19)
1991,1866.0,9.0,1.0,2.0,Yes,1,81.0,3.0,38.0,13.0,Completed class VIII,Completed class VIII,Completed class V,Completed class V,22.0,Never attended school,Completed class V,Yes,Jobless,Yes,0.0,6.0,100000.0,0.0,0.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,12.0,,1866,BIHS households,Round 3 (2018-19)
1992,1867.0,9.0,20.0,2.0,Yes,1,81.0,3.0,19.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,14.0,Completed class V,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,30000.0,45000.0,200000.0,0.0,0.0,0.0,"Economic condition was poor to support her (food, education,",Thought the groom was very good and they might not get such,,9.0,25.0,,1867,BIHS households,Round 3 (2018-19)
1993,1868.0,8.0,48.0,1.0,Yes,1,81.0,3.0,28.0,12.0,HSC/Alim,HSC/Alim,Completed class IX,Completed class IX,24.0,Completed class IV,Completed class IV,No,,Yes,3.0,2.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,53.0,,1868,BIHS households,Round 3 (2018-19)
1994,1869.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1869,BIHS households,Round 3 (2018-19)
1995,1870.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1870,BIHS households,Round 3 (2018-19)
1996,1871.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1871,BIHS households,Round 3 (2018-19)
1997,1872.0,8.0,55.0,2.0,Yes,1,81.0,3.0,22.0,12.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,20.0,Completed class VI,Completed class V,Yes,Medium trader (shop or small store),Yes,1.0,3.0,0.0,70000.0,0.0,300000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,8.0,,1872,BIHS households,Round 3 (2018-19)
1998,1873.0,8.0,50.0,2.0,Yes,1,81.0,8.0,22.0,13.0,Completed class V,Completed class V,Completed class VIII,Completed class VIII,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,3.0,2.0,0.0,0.0,350000.0,400000.0,0.0,100000.0,0.0,Not applicable; she was married after turning 18,,,9.0,0.0,,1873,BIHS households,Round 3 (2018-19)
1999,1874.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1874,BIHS households,Round 3 (2018-19)
2000,1875.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1875,BIHS households,Round 3 (2018-19)
2001,1876.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1876.1,BIHS households,Round 3 (2018-19)
2002,1876.2,15.0,59.0,7.0,Yes,1,81.0,8.0,25.0,12.0,Completed class VI,Completed class VI,Completed class V,Completed class V,15.0,Completed class V,Completed class VIII,Yes,Working own farm (crop),Yes,2.0,0.0,0.0,0.0,400000.0,300000.0,0.0,0.0,0.0,Pressure from neighbors,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,0.0,,,1876.2,BIHS households,Round 3 (2018-19)
2003,1877.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1877,BIHS households,Round 3 (2018-19)
2004,1878.0,8.0,3.0,2.0,Yes,1,81.0,4.0,23.0,13.0,HSC/Alim,HSC/Alim,SSC/ Dakhil,SSC/ Dakhil,16.0,SSC/ Dakhil,Completed class V,Yes,Government/ parastatal,Yes,3.0,1.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,8.0,7.0,,1878,BIHS households,Round 3 (2018-19)
2005,1879.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1879.1,BIHS households,Round 3 (2018-19)
2006,1879.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1879.2,BIHS households,Round 3 (2018-19)
2007,1880.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1880,BIHS households,Round 3 (2018-19)
2008,1881.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1881,BIHS households,Round 3 (2018-19)
2009,1882.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1882,BIHS households,Round 3 (2018-19)
2010,1883.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1883,BIHS households,Round 3 (2018-19)
2011,1884.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1884,BIHS households,Round 3 (2018-19)
2012,1885.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1885,BIHS households,Round 3 (2018-19)
2013,1886.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1886,BIHS households,Round 3 (2018-19)
2014,1887.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1887,BIHS households,Round 3 (2018-19)
2015,1888.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1888,BIHS households,Round 3 (2018-19)
2016,1889.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1889,BIHS households,Round 3 (2018-19)
2017,1891.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1891,BIHS households,Round 3 (2018-19)
2018,1892.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1892,BIHS households,Round 3 (2018-19)
2019,1893.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1893,BIHS households,Round 3 (2018-19)
2020,1894.0,8.0,59.0,6.0,Yes,1,81.0,3.0,18.0,13.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,17.0,Completed class III,Completed class VII,Yes,Service (private sector ),No,1.0,2.0,0.0,0.0,50000.0,250000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,9.0,12.0,,1894,BIHS households,Round 3 (2018-19)
2021,1895.0,8.0,29.0,2.0,Yes,1,81.0,4.0,25.0,12.0,SSC/ Dakhil,SSC/ Dakhil,HSC/Alim,HSC/Alim,18.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,5.0,2.0,0.0,0.0,20000.0,500000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,37.0,,1895,BIHS households,Round 3 (2018-19)
2022,1895.0,,,2.0,Yes,2,82.0,6.0,24.0,13.0,Completed class VIII,Completed class VIII,Completed class III,Completed class III,15.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,5.0,2.0,0.0,0.0,15000.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,,,,1895,BIHS households,Round 3 (2018-19)
2023,1896.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1896,BIHS households,Round 3 (2018-19)
2024,1897.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1897,BIHS households,Round 3 (2018-19)
